t,force,peak_force,contact_count,success,hammer_x,hammer_y,hammer_z
1.205,0,270.3880163866041,0,1.0,0.3106121703795522,-0.08859614255908618,0.11023010367190848
1.21,0,270.3880163866041,0,1.0,0.31064533499657454,-0.08861955548773494,0.11269598212470185
1.215,0,270.3880163866041,0,1.0,0.3106539421974178,-0.08862541612599575,0.11518343326878715
1.22,0,270.3880163866041,0,1.0,0.3106435602002459,-0.08861470440512612,0.11768541457555681
1.225,0,270.3880163866041,0,1.0,0.31060313582793225,-0.08858522444977368,0.12018852883139892
1.23,0,270.3880163866041,0,1.0,0.31053676239527206,-0.0885379493966669,0.12269708199578729
1.235,0,270.3880163866041,0,1.0,0.3104456736453756,-0.08847329558979918,0.12518564152021477
1.24,0,270.3880163866041,0,1.0,0.31033722875853337,-0.08839290625643093,0.12767026329495768
1.245,0,270.3880163866041,0,1.0,0.31020125639525226,-0.08829596823712478,0.1301136814450531
1.25,0,270.3880163866041,0,1.0,0.3100480152297961,-0.08818404775937319,0.13254355661541903
1.2550000000000001,0,270.3880163866041,0,1.0,0.30987153807621676,-0.08805834358235294,0.13491158952492682
1.26,0,270.3880163866041,0,1.0,0.3096805063955487,-0.08791953440508525,0.1372567480710665
1.2650000000000001,0,270.3880163866041,0,1.0,0.3094736371368692,-0.08777070835766444,0.13952013605849461
1.27,0,270.3880163866041,0,1.0,0.30925219798169445,-0.08761046325499063,0.1417517165640781
1.2750000000000001,0,270.3880163866041,0,1.0,0.3090168025505264,-0.08744354912850243,0.14388317356946648
1.28,0,270.3880163866041,0,1.0,0.30877547895761237,-0.08726890927059767,0.14597466307730148
1.285,0,270.3880163866041,0,1.0,0.30852868565560493,-0.08709212371887515,0.1479495604141411
1.29,0,270.3880163866041,0,1.0,0.3082755466195474,-0.0869097384884877,0.14987715442554497
1.295,0,270.3880163866041,0,1.0,0.3080262971211093,-0.08673034645258952,0.1516743037909256
1.3,0,270.3880163866041,0,1.0,0.30777266968756456,-0.08654780493450527,0.15341790771703986
1.305,0,270.3880163866041,0,1.0,0.30752917891820475,-0.08637260160117051,0.15502003892930044
1.31,0,270.3880163866041,0,1.0,0.30728606891866145,-0.08619721973885719,0.1565637330857708
1.315,0,270.3880163866041,0,1.0,0.3070572175317288,-0.0860328259580266,0.15795828795378075
1.32,0,270.3880163866041,0,1.0,0.30683746451827293,-0.08587153563554467,0.15929104294225188
1.325,0,270.3880163866041,0,1.0,0.3066320737403998,-0.08572386649601318,0.16047083660821748
1.33,0,270.3880163866041,0,1.0,0.30643240408985495,-0.08558054768074083,0.16158702209431886
1.335,0,270.3880163866041,0,1.0,0.3062557088122078,-0.08545388474194957,0.16255045467577564
1.34,0,270.3880163866041,0,1.0,0.3060870994581531,-0.0853331402019758,0.16345037449111025
1.345,0,270.3880163866041,0,1.0,0.3059431699226352,-0.08523033747457594,0.1642024116619074
1.35,0,270.3880163866041,0,1.0,0.3058158389476182,-0.0851352126290048,0.16489306300340806
1.355,0,270.3880163866041,0,1.0,0.3057078944514585,-0.08505763319385895,0.16544564614881294
1.36,0,270.3880163866041,0,1.0,0.305609824439827,-0.08498727807945916,0.16594081559896623
1.365,0,270.3880163866041,0,1.0,0.30553500012562357,-0.08493377833595936,0.16631304492737958
1.37,0,270.3880163866041,0,1.0,0.3054695997497817,-0.08488716425374078,0.16663424544644237
1.375,0,270.3880163866041,0,1.0,0.30542399008917603,-0.08485499690326448,0.16685333559413923
1.3800000000000001,0,270.3880163866041,0,1.0,0.3053936196060722,-0.0848291573124897,0.16703029808944325
1.385,0,270.3880163866041,0,1.0,0.30537255056641743,-0.08481396955478429,0.1671321048858834
1.3900000000000001,0,270.3880163866041,0,1.0,0.30535744378219526,-0.08480320343744847,0.16720294714229347
1.395,0,270.3880163866041,0,1.0,0.30535053466525863,-0.08479847540113834,0.1672320639254788
1.4000000000000001,0,270.3880163866041,0,1.0,0.30534679009594795,-0.08479617888826882,0.16724427456317661
1.405,0,270.3880163866041,0,1.0,0.3053444895092246,-0.08479513950570332,0.1672477754055584
1.41,0,270.3880163866041,0,1.0,0.3053497194226484,-0.08479451816914857,0.16724826688071814
1.415,0,270.3880163866041,0,1.0,0.30534961786173104,-0.08479404083985033,0.16724835095162485
1.42,0,270.3880163866041,0,1.0,0.3053485731488322,-0.08479367117316582,0.1672483878232142
1.425,0,270.3880163866041,0,1.0,0.3053484415905704,-0.0847931658039096,0.16724839424932347
1.43,0,270.3880163866041,0,1.0,0.3053472850257206,-0.08479280764330083,0.1672484145621407
1.435,0,270.3880163866041,0,1.0,0.3053479165215286,-0.08479221378812653,0.16724839831741062
1.44,0,270.3880163866041,0,1.0,0.3053483816266422,-0.08479173447440767,0.1672484447107942
1.445,0,270.3880163866041,0,1.0,0.305347016844388,-0.0847914369671766,0.1672484535082238
